model,mse,rmse,relative_l2,r2,spectral_relative_error,divergence_rms,train_seconds,inference_ms_per_sample,parameters
Persistence,5.598413736151997e-06,0.002366096730091988,0.005117620341479778,0.9999738335609436,0.0051176357083022594,1.2111196667774493e-07,0.0,0.03763850000382263,0
TinyCNN,0.00025581722729839385,0.01599428733324476,0.03459397330880165,0.9988032579421997,0.04805876687169075,0.008450856432318687,11.87650183200003,374.85235699999464,8342
